chr1	77075912	77076127	216	*
chr1	170907159	170909245	2087	*
chr2	57101560	57105515	3956	*
chr2	128313279	128313834	556	*
chr2	165211054	165212922	1869	*
chr2	166785327	166786277	951	*
chr3	41194163	41194915	753	*
chr3	107159844	107160684	841	*
chr4	42172375	42175786	3412	*
chr4	42669534	42672945	3412	*
chr4	148164024	148166314	2291	*
chr4	148403182	148405913	2732	*
chr4	149049024	149050941	1918	*
chr5	28117902	28118783	882	*
chr5	106447553	106448629	1077	*
chr5	117087179	117088519	1341	*
chr5	139552153	139552884	732	*
chr5	139592907	139593914	1008	*
chr6	29169473	29171645	2173	*
chr6	31160815	31161801	987	*
chr6	91285863	91286706	844	*
chr6	127973806	127974307	502	*
chr6	127978604	127979052	449	*
chr7	13042907	13045111	2205	*
chr7	16810807	16812184	1378	*
chr7	112244261	112245396	1136	*
chr7	113629609	113629881	273	*
chr8	25352976	25354795	1820	*
chr8	111889368	111891356	1989	*
chr8	115157987	115158923	937	*
chr9	34945469	34945989	521	*
chr9	35359793	35360235	443	*
chr9	47367129	47368766	1638	*
chr9	58437891	58439515	1625	*
chr9	64473387	64475352	1966	*
chr9	64593678	64594619	942	*
chr9	64637944	64638587	644	*
chr9	120619427	120620050	624	*
chr10	127089916	127092536	2621	*
chr11	64520016	64521749	1734	*
chr11	77941412	77942117	706	*
chr11	94490798	94492040	1243	*
chr11	97427911	97428735	825	*
chr11	97462448	97465262	2815	*
chr11	97546196	97548022	1827	*
chr11	98968131	98971151	3021	*
chr11	101140014	101140933	920	*
chr11	102989165	102990008	844	*
chr11	103808806	103811624	2819	*
chr11	115230866	115233120	2255	*
chr11	117598883	117601087	2205	*
chr11	118597934	118600215	2282	*
chr12	110843986	110845768	1783	*
chr13	36723158	36724925	1768	*
chr13	56678511	56679249	739	*
chr13	57945586	57946525	940	*
chr13	69480813	69481288	476	*
chr14	63743147	63744841	1695	*
chr14	70604342	70605927	1586	*
chr15	88502313	88503486	1174	*
chr15	99583026	99585165	2140	*
chr16	31544826	31546322	1497	*
chr17	33503497	33504814	1318	*
chr17	45545030	45546263	1234	*
chr17	85607618	85609297	1680	*
chr18	38189230	38189863	634	*
chr18	76184604	76185450	847	*
chr19	7134896	7135239	344	*
chr19	7143446	7144178	733	*
chr19	7164393	7166750	2358	*
chr19	45302762	45304981	2220	*
chr19	47342284	47344784	2501	*
chrX	142940339	142940703	365	*
