"","X","res_n_3.rownames","log_mean_counts","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logpadj","significant","change","SYMBOL","annotation"
"175",759,759,"2.977569643",949.6632732,1.809584669,0.350392099,5.164456263,2.41e-07,1.47e-05,4.83231048,"Not Sig","Unchanged","Amer3","Promoter"
"1207",5148,5148,"1.711174823",51.42506186,1.571744012,0.595387269,2.639868357,0.008293824,0.038690461,1.412396097,"Not Sig","Unchanged","Syt2","Promoter"
"1208",5149,5149,"2.635928692",432.442821,2.404754899,0.595347977,4.03924258,5.36e-05,0.000949574,3.022471258,"Sig","Up","Syt2","Promoter"
"1209",5161,5161,"2.736629095",545.2919604,0.951652777,0.394102624,2.41473342,0.01574673,0.062033203,1.207375793,"Not Sig","Unchanged","Syt2","Promoter"
"1431",6121,6121,"1.253855242",17.9413551,-2.490640895,0.663539809,-3.753566644,0.000174336,0.002286654,2.64079949,"Sig","Down","Sec16b","Promoter"
"1432",6122,6122,"1.489378919",30.85879187,-1.435787248,0.508363708,-2.824330741,0.004737947,0.025693863,1.590170592,"Not Sig","Unchanged","Sec16b","Promoter"
"1433",6125,6125,"2.121020835",132.1359024,0.014246633,0.642947973,0.022158299,0.982321682,0.990817081,0.004006515,"Not Sig","Unchanged","Sec16b","Promoter"
"1434",6126,6126,"1.887874009",77.24564584,-0.098896737,0.62827586,-0.157409736,0.874921941,0.932928618,0.030151585,"Not Sig","Unchanged","Sec16b","Promoter"
"1537",6588,6588,"3.125910654",1336.32057,2.060305389,0.639045503,3.224035502,0.001263977,0.009779783,2.009670785,"Sig","Up","Fam78b","Promoter"
"1538",6589,6589,"2.144401447",139.4445184,1.324942925,0.627000912,2.113143536,0.034588484,0.11011798,0.958141765,"Not Sig","Unchanged","Fam78b","Promoter"
"1712",7263,7263,"2.379476944",239.5945552,1.351952973,0.547756021,2.468166338,0.01358072,0.055565847,1.25519206,"Not Sig","Unchanged","Kif26b","Promoter"
"1713",7264,7264,"1.786419065",61.15318275,0.75428199,0.714275766,1.056009493,0.290963878,0.480272929,0.318511892,"Not Sig","Unchanged","Kif26b","Promoter"
"1714",7265,7265,"3.145817072",1398.997932,1.515868265,0.650081674,2.331812024,0.019710582,0.073150115,1.135784986,"Not Sig","Unchanged","Kif26b","Promoter"
"1715",7295,7295,"2.183794572",152.6843668,1.763058485,0.370775421,4.755057598,1.98e-06,7.63e-05,4.117435186,"Not Sig","Unchanged","Kif26b","Promoter"
"1738",7431,7431,"2.70687297",509.1819145,1.830551093,0.556998493,3.286456098,0.001014566,0.008352924,2.078161471,"Not Sig","Unchanged","Itpkb","Promoter"
"1739",7432,7432,"2.54585426",351.4424844,2.122349256,0.650507239,3.262606668,0.001103926,0.008874953,2.051833934,"Sig","Up","Itpkb","Promoter"
"1938",8510,8510,"2.189800678",154.8105943,0.812339146,0.414324454,1.960635291,0.049921582,0.143278392,0.843819301,"Not Sig","Unchanged","Plxna2","Promoter"
"1939",8511,8511,"2.942283145",875.5544198,1.439890725,0.481621844,2.989670717,0.002792783,0.017478984,1.757483814,"Not Sig","Unchanged","Plxna2","Promoter"
"2006",8965,8965,"2.322835859",210.2983471,0.123602924,0.392417546,0.314978078,0.752778299,0.859216391,0.065897447,"Not Sig","Unchanged","Grm1","Promoter"
"2007",8966,8966,"1.43244974",27.06759939,0.11210024,0.586571071,0.191111095,0.848438555,0.917494711,0.037396431,"Not Sig","Unchanged","Grm1","Promoter"
"2008",8967,8967,"2.160590679",144.7407035,0.722930479,0.37432433,1.931294392,0.053446656,0.150515361,0.822419174,"Not Sig","Unchanged","Grm1","Promoter"
"2380",10631,10631,"2.935819099",862.6191568,0.687356183,0.752145252,0.91386096,0.36078991,0.552012048,0.258051444,"Not Sig","Unchanged","Sh3rf3","Promoter"
"2381",10654,10654,"1.36411569",23.12680773,-1.843539395,0.752531427,-2.449783929,0.014294196,0.057711417,1.238738261,"Not Sig","Unchanged","Sh3rf3","Promoter"
"2382",10656,10656,"2.051193324",112.5105699,-2.332620207,0.408346455,-5.712355724,1.11e-08,1.34e-06,5.872822275,"Sig","Down","Sh3rf3","Promoter"
"2383",10657,10657,"1.540284868",34.69643609,-0.423472717,0.522169879,-0.810986488,0.41737343,0.604738491,0.218432388,"Not Sig","Unchanged","Sh3rf3","Promoter"
"2384",10658,10658,"1.522175042",33.27936583,-0.048980796,0.589731811,-0.083056051,0.933806971,0.965585308,0.015209351,"Not Sig","Unchanged","Sh3rf3","Promoter"
"2385",10659,10659,"1.655948687",45.28440719,-1.267120977,0.506621699,-2.501118643,0.01238017,0.051890201,1.284914649,"Not Sig","Unchanged","Sh3rf3","Promoter"
"2434",10875,10875,"2.83007264",676.1960663,1.45132378,0.459790887,3.156486616,0.001596822,0.011577364,1.936390325,"Not Sig","Unchanged","Unc5b","Promoter"
"2435",10876,10876,"2.700015492",501.2051124,0.563041267,0.432178507,1.302797936,0.192643756,0.366036328,0.43647581,"Not Sig","Unchanged","Unc5b","Promoter"
"2436",10878,10878,"3.059424082",1146.632065,2.035904717,0.46164307,4.410127324,1.03e-05,0.000272297,3.564957366,"Sig","Up","Unc5b","Promoter"
"2791",12143,12143,"2.984175895",964.2194667,2.763272698,0.517207987,5.342672135,9.16e-08,6.99e-06,5.155348385,"Sig","Up","Hcn2","Promoter"
"2792",12144,12144,"1.595599404",39.40936201,1.411101292,0.634051529,2.225530936,0.026045617,0.089635834,1.047518336,"Not Sig","Unchanged","Hcn2","Promoter"
"2972",12415,12415,"2.63347731",430.0087665,1.676396676,0.381088268,4.398972145,1.09e-05,0.000283678,3.547174011,"Not Sig","Unchanged","Gadd45b","Promoter"
"2973",12416,12416,"2.005001975",101.1584054,0.553413628,0.521510287,1.061174902,0.288610423,0.477750831,0.320798549,"Not Sig","Unchanged","Gadd45b","Promoter"
"2974",12417,12417,"3.164778187",1461.430567,1.831352698,0.359514238,5.093964307,3.51e-07,1.98e-05,4.703911154,"Not Sig","Unchanged","Gadd45b","Promoter"
"2975",12418,12418,"2.124065333",133.0654581,1.516434193,0.43077549,3.520242514,0.000431152,0.004472606,2.349439346,"Not Sig","Unchanged","Gadd45b","Promoter"
"2976",12419,12419,"1.975768737",94.57334215,2.123074137,0.480103722,4.422115551,9.77e-06,0.000260539,3.584127461,"Sig","Up","Gadd45b","Promoter"
"3486",14708,14708,"2.972863107",939.4271483,1.502369571,0.469386641,3.20070799,0.001370904,0.01036986,1.984227103,"Not Sig","Unchanged","Agap2","Promoter"
"3487",14709,14709,"2.464482752",291.3954407,2.518025128,0.474651145,5.305001694,1.13e-07,8.17e-06,5.087598884,"Sig","Up","Agap2","Promoter"
"3490",14720,14720,"3.172109729",1486.311128,1.766117023,0.531858184,3.32065403,0.000898068,0.00765125,2.116267605,"Not Sig","Unchanged","B4galnt1","Promoter"
"3755",15209,15209,"2.935903986",862.787781,1.909109033,0.512355451,3.726141745,0.000194433,0.002479139,2.605699176,"Not Sig","Unchanged","Gas2l1","Promoter"
"3983",16258,16258,"1.230787669",17.01326509,0.715099105,0.713597281,1.002104582,0.316293085,0.506735524,0.295218649,"Not Sig","Unchanged","Rhbdf1","Promoter"
"3984",16259,16259,"2.589013433",388.1623716,2.121925788,0.31507895,6.734584423,1.64e-11,8.13e-09,8.090128021,"Sig","Up","Rhbdf1","Promoter"
"3985",16260,16260,"2.685814627",485.0814049,1.707676372,0.490464039,3.481756532,0.000498136,0.004967814,2.303834689,"Not Sig","Unchanged","Rhbdf1","Promoter"
"4221",17466,17466,"2.71029594",513.2109805,1.617766547,0.499389818,3.239486448,0.001197452,0.009409363,2.026439787,"Not Sig","Unchanged","Septin8","Promoter"
"4222",17467,17467,"2.503911246",319.0885685,2.250896117,0.394490336,5.705833358,1.16e-08,1.38e-06,5.8608623,"Sig","Up","Septin8","Promoter"
"4223",17468,17468,"2.366514191",232.5488473,1.068001276,0.6331106,1.686911063,0.091620454,0.220135961,0.657309005,"Not Sig","Unchanged","Septin8","Promoter"
"4224",17469,17469,"1.996952279",99.30069288,1.504990047,0.38387455,3.920525717,8.84e-05,0.001377644,2.860863044,"Not Sig","Unchanged","Septin8","Promoter"
"4225",17470,17470,"1.442476427",27.69978683,0.579341564,0.640328127,0.904757327,0.365593963,0.556800855,0.254300106,"Not Sig","Unchanged","Septin8","Promoter"
"4443",18126,18126,"2.833032392",680.8201352,2.304593103,0.590905188,3.900106393,9.62e-05,0.001468808,2.833034842,"Sig","Up","Kcnj12","Promoter"
"4444",18127,18127,"2.35821102",228.1450341,-0.418041139,0.355756606,-1.175076253,0.23996421,0.4233853,0.373264225,"Not Sig","Unchanged","Kcnj12","Promoter"
"4445",18134,18134,"2.127172804",134.0209847,0.509826643,0.534018543,0.954698388,0.339730245,0.530765199,0.275097561,"Not Sig","Unchanged","Kcnj12","Promoter"
"4616",18781,18781,"1.592185219",39.10076184,1.055960281,0.670993967,1.573725448,0.115550936,0.258640128,0.587304094,"Not Sig","Unchanged","Chd3","Promoter"
"4617",18782,18782,"2.485628951",305.9348496,0.097335562,0.32369664,0.300699946,0.76364331,0.866267208,0.062348125,"Not Sig","Unchanged","Chd3","Promoter"
"4618",18783,18783,"2.765751481",583.1113313,0.324321814,0.349769681,0.927243931,0.353799898,0.545025592,0.263583105,"Not Sig","Unchanged","Chd3","Promoter"
"4619",18784,18784,"2.862087596",727.9266102,1.863601951,0.608553364,3.062347628,0.002196082,0.014641521,1.834413804,"Not Sig","Unchanged","Chd3","Promoter"
"4620",18785,18785,"2.432652462",270.8023707,0.906030459,0.586916114,1.543713721,0.122657701,0.269342615,0.569694927,"Not Sig","Unchanged","Chd3","Promoter"
"4962",19588,19588,"2.3215422",209.6728507,0.6601399,0.370461857,1.781937567,0.074759413,0.190749075,0.719537559,"Not Sig","Unchanged","Ankrd13b","Promoter"
"4963",19589,19589,"2.873161186",746.7258495,2.535010694,0.576690612,4.395789775,1.1e-05,0.000286943,3.542204811,"Sig","Up","Ankrd13b","Promoter"
"4964",19590,19590,"2.469199163",294.5772225,0.82146967,0.510228572,1.610003272,0.107397142,0.245754524,0.609498478,"Not Sig","Unchanged","Ankrd13b","Promoter"
"4989",19640,19640,"1.361951837",23.01186601,-0.752566997,0.679646782,-1.107291343,0.268167986,0.455478006,0.34153259,"Not Sig","Unchanged","Pipox","Promoter"
"4990",19641,19641,"1.867599574",73.72241843,-1.392407141,0.381962477,-3.645402956,0.000266973,0.003128919,2.50460566,"Not Sig","Unchanged","Pipox","Promoter"
"4991",19642,19642,"2.421850055",264.1496591,0.156274876,0.486265857,0.32137744,0.747924377,0.856125329,0.067462654,"Not Sig","Unchanged","Pipox","Promoter"
"4992",19643,19643,"2.115417197",130.4419243,0.837848019,0.625067365,1.340412355,0.180111321,0.349690704,0.456315912,"Not Sig","Unchanged","Pipox","Promoter"
"4993",19651,19651,"2.877987204",755.0699807,1.69748198,0.475187626,3.572235234,0.000353947,0.003864457,2.412911512,"Not Sig","Unchanged","Sez6","Promoter"
"4994",19655,19655,"2.791121456",618.189261,1.01098777,0.368005385,2.747209176,0.006010479,0.030526863,1.515317821,"Not Sig","Unchanged","Sez6","Promoter"
"4995",19660,19660,"2.611288255",408.5904909,0.937419755,0.408983827,2.292070478,0.021901577,0.079078987,1.101938902,"Not Sig","Unchanged","Sez6","Promoter"
"4996",19661,19661,"2.220584964",166.1823759,0.573618098,0.412699085,1.389918512,0.164553623,0.32906278,0.482721237,"Not Sig","Unchanged","Sez6","Promoter"
"4997",19662,19662,"1.889950753",77.61590987,1.641092962,0.690357864,2.377162696,0.017446391,0.066923604,1.174420679,"Not Sig","Unchanged","Sez6","Promoter"
"5083",19970,19970,"2.228564975",169.2641464,-0.637574841,0.397928007,-1.602236662,0.109103286,0.248448937,0.604762858,"Not Sig","Unchanged","Asic2","Promoter"
"5084",19971,19971,"3.061299498",1151.594278,2.044894801,0.740114893,2.762942374,0.005728288,0.029510907,1.530017437,"Sig","Up","Asic2","Promoter"
"5091",20032,20032,"2.108761037",128.4579646,-0.475026112,0.392143367,-1.211358273,0.225758124,0.406527118,0.390910479,"Not Sig","Unchanged","Asic2","Promoter"
"5272",20749,20749,"2.394844892",248.2246414,1.076825382,0.570913159,1.886145671,0.059275327,0.16192626,0.790682716,"Not Sig","Unchanged","Car10","Promoter"
"5273",20750,20750,"2.56723931",369.1809728,1.068488265,0.641158041,1.666497488,0.095614368,0.226801985,0.644353149,"Not Sig","Unchanged","Car10","Promoter"
"5291",20865,20865,"2.552130525",356.5582788,0.107536246,0.315517586,0.340824888,0.733235413,0.846326679,0.072461968,"Not Sig","Unchanged","Cacna1g","Promoter"
"5292",20866,20866,"1.824126072",66.70003655,0.178137031,0.420878452,0.423250537,0.672112479,0.805633572,0.093862445,"Not Sig","Unchanged","Cacna1g","Promoter"
"5293",20867,20867,"1.908988784",81.09401148,1.935571194,0.480151695,4.031166015,5.55e-05,0.000973553,3.011640401,"Not Sig","Unchanged","Cacna1g","Promoter"
"5294",20869,20869,"2.288331032",194.2365842,-0.296737729,0.371781091,-0.798151753,0.424782432,0.611172281,0.213836351,"Not Sig","Unchanged","Cacna1g","Promoter"
"5295",20870,20870,"1.942018609",87.50212683,0.594082684,0.475883555,1.248378259,0.211892567,0.389880152,0.409068874,"Not Sig","Unchanged","Cacna1g","Promoter"
"5296",20871,20871,"1.857528076",72.03243176,-1.183420778,0.45134081,-2.62201146,0.008741249,0.040218311,1.395576171,"Not Sig","Unchanged","Cacna1g","Promoter"
"5297",20881,20881,"1.800472332",63.16439372,1.50897681,0.578465828,2.608584183,0.009091765,0.041409646,1.382898478,"Not Sig","Unchanged","Cacna1g","Promoter"
"5298",20882,20882,"1.481713157",30.31888017,0.249353882,0.624628032,0.399203798,0.689743045,0.817359567,0.087586849,"Not Sig","Unchanged","Cacna1g","Promoter"
"5299",20883,20883,"2.926367438",844.0485694,1.737228729,0.467917197,3.712684083,0.000205073,0.002578473,2.588637408,"Not Sig","Unchanged","Cacna1g","Promoter"
"5852",22081,22081,"2.853591109",713.8239398,1.842062366,0.470849394,3.912211398,9.15e-05,0.001415497,2.849090975,"Not Sig","Unchanged","Adam11","Promoter"
"5853",22082,22082,"2.186840311",153.7589168,1.570252241,0.392192961,4.003774668,6.23e-05,0.001060749,2.974387457,"Not Sig","Unchanged","Adam11","Promoter"
"5854",22083,22083,"2.458812017",287.6153213,0.484257667,0.487116919,0.994130256,0.320159457,0.510838356,0.291716502,"Not Sig","Unchanged","Adam11","Promoter"
"5855",22084,22084,"2.728760394",535.5011327,0.908161388,0.36739387,2.471901305,0.013439661,0.055155062,1.258414622,"Not Sig","Unchanged","Adam11","Promoter"
"5856",22085,22085,"2.058847228",114.5110054,-0.307147522,0.510938604,-0.6011437,0.547744279,0.713854436,0.146390337,"Not Sig","Unchanged","Adam11","Promoter"
"5857",22086,22086,"1.437498878",27.38412561,-0.335406799,0.668944762,-0.501396853,0.616091854,0.765556695,0.116022641,"Not Sig","Unchanged","Adam11","Promoter"
"5858",22087,22087,"1.876288578",75.21224945,0.048766908,0.427456502,0.114086246,0.909169425,0.951781991,0.021462517,"Not Sig","Unchanged","Adam11","Promoter"
"5894",22164,22164,"2.880394566",759.2670723,1.25854077,0.403549572,3.118677003,0.00181665,0.012739924,1.894833165,"Not Sig","Unchanged","Arhgap27","Promoter"
"5895",22165,22165,"1.702442061",50.40133739,0.105566505,0.562999765,0.187507192,0.851262985,0.919191296,0.036594097,"Not Sig","Unchanged","Arhgap27","Promoter"
"5898",22168,22168,"2.356417323",227.2047061,1.170105187,0.431183573,2.713705394,0.006653531,0.03290568,1.482729133,"Not Sig","Unchanged","Arhgap27","Promoter"
"5899",22169,22169,"2.73916546",548.4858901,2.958780715,0.715252575,4.136693555,3.52e-05,0.000689152,3.161684801,"Sig","Up","Arhgap27","Promoter"
"5900",22170,22170,"1.985069404",96.62052746,1.189656787,0.529856803,2.245242076,0.024752596,0.086435851,1.063306087,"Not Sig","Unchanged","Arhgap27","Promoter"
"5901",22171,22171,"2.203193494",159.6590326,1.285036283,0.511586155,2.51186681,0.01200944,0.050765063,1.294435067,"Not Sig","Unchanged","Arhgap27","Promoter"
"5914",22248,22248,"3.128738797",1345.05114,2.109046254,0.481230745,4.382609126,1.17e-05,0.000301414,3.520837057,"Sig","Up","Crhr1","Promoter"
"5937",22366,22366,"3.131990048",1355.158358,1.673284572,0.674172809,2.481981698,0.013065399,0.054002144,1.267589001,"Not Sig","Unchanged","Tanc2","Promoter"
"5938",22367,22367,"2.279451398",190.3055255,0.932908571,0.377303812,2.472565981,0.013414695,0.055086078,1.258958146,"Not Sig","Unchanged","Tanc2","Promoter"
"6116",23210,23210,"2.016941697",103.9780569,1.002503545,0.42890972,2.337329974,0.019422033,0.072358186,1.140512329,"Not Sig","Unchanged","Grin2c","Promoter"
"6117",23211,23211,"2.320673002",209.2536305,1.167120687,0.525874353,2.219390774,0.026460151,0.090666305,1.042554085,"Not Sig","Unchanged","Grin2c","Promoter"
"6118",23212,23212,"1.817198557",65.64453203,2.653596902,0.496318362,5.346562018,8.96e-08,6.89e-06,5.16167644,"Sig","Up","Grin2c","Promoter"
"6119",23213,23213,"1.682849524",48.17808399,2.499132644,0.629335097,3.971068284,7.16e-05,0.001176334,2.929469416,"Sig","Up","Grin2c","Promoter"
"6120",23214,23214,"2.821659345",663.2226437,3.103054667,0.425758022,7.288305818,3.14e-13,3.39e-10,9.469649715,"Sig","Up","Grin2c","Promoter"
"6335",23721,23721,"2.910034637",812.895346,2.391069885,0.573553487,4.168869929,3.06e-05,0.000619057,3.208269114,"Sig","Up","Timp2","Promoter"
"6393",23955,23955,"2.219938586",165.9352241,1.727560189,0.476799108,3.623245434,0.00029093,0.003336885,2.476658796,"Not Sig","Unchanged","Nptx1","Promoter"
"6394",23956,23956,"3.012253519",1028.616576,3.31035712,0.568325792,5.82475257,5.72e-09,8e-07,6.096969472,"Sig","Up","Nptx1","Promoter"
"6958",26529,26529,"3.045581143",1110.660031,2.387720958,0.69476924,3.436710809,0.000588824,0.005619377,2.250311827,"Sig","Up","Dact1","Promoter"
"6959",26530,26530,"1.419871237",26.29488266,1.061073307,0.703537884,1.508196404,0.131504267,0.282513532,0.548960746,"Not Sig","Unchanged","Dact1","Promoter"
"6960",26531,26531,"2.197445009",157.5596507,0.875834147,0.399677814,2.191350425,0.028426444,0.095525198,1.019882054,"Not Sig","Unchanged","Dact1","Promoter"
"7166",27565,27565,"2.067927336",116.9303732,0.529101374,0.359520273,1.471687172,0.141105373,0.296407362,0.528111014,"Not Sig","Unchanged","D030025P21Rik","Promoter"
"7167",27566,27566,"2.913496566",819.4011437,0.921226146,0.453447217,2.031606128,0.042193546,0.12689453,0.8965571,"Not Sig","Unchanged","D030025P21Rik","Promoter"
"7218",27793,27793,"1.857521093",72.03127348,-0.001719968,0.556455738,-0.003090934,0.997533796,0.998819896,0.000512815,"Not Sig","Unchanged","Irf2bpl","Promoter"
"7219",27794,27794,"1.84623063",70.18279019,0.923876893,0.657070517,1.406054403,0.159707971,0.322417723,0.491581093,"Not Sig","Unchanged","Irf2bpl","Promoter"
"7220",27795,27795,"2.320491336",209.166118,1.241871404,0.611329658,2.031426723,0.042211726,0.126933571,0.896423503,"Not Sig","Unchanged","Irf2bpl","Promoter"
"7221",27796,27796,"3.071585809",1179.195488,1.713348538,0.463666698,3.695215865,0.0002197,0.002710185,2.567001039,"Not Sig","Unchanged","Irf2bpl","Promoter"
"7225",27826,27826,"1.902108657",79.81943643,-0.716939763,0.449645699,-1.594454843,0.110834197,0.251223769,0.599939274,"Not Sig","Unchanged","Zdhhc22","Promoter"
"7226",27827,27827,"1.903772836",80.12588431,0.209301605,0.412915631,0.506887096,0.612234041,0.762765508,0.117608954,"Not Sig","Unchanged","Zdhhc22","Promoter"
"7227",27828,27828,"2.784073691",608.2381979,1.650425423,0.522259526,3.160163371,0.001576807,0.011471078,1.940395764,"Not Sig","Unchanged","Zdhhc22","Promoter"
"7400",28670,28670,"2.703321686",505.035244,1.316197001,0.598375229,2.199618126,0.027834,0.094138102,1.026234563,"Not Sig","Unchanged","Tunar","Promoter"
"7401",28671,28671,"1.997447721",99.41403945,1.148580594,0.379127086,3.029539796,0.002449266,0.015860796,1.799675033,"Not Sig","Unchanged","Tunar","Promoter"
"8128",32255,32255,"3.148637226",1408.112084,2.658291827,0.595826785,4.461517831,8.14e-06,0.000226426,3.645073251,"Sig","Up","Unc5a","Promoter"
"8129",32265,32265,"1.526962871",33.64828011,0.466722567,0.665582288,0.70122444,0.48316296,0.66159921,0.179405022,"Not Sig","Unchanged","Unc5a","Promoter"
"8130",32266,32266,"1.800693895",63.1966264,1.489810525,0.579455448,2.571052752,0.010138988,0.044889888,1.347851483,"Not Sig","Unchanged","Unc5a","Promoter"
"8131",32267,32267,"1.361114248",22.96752766,0.799030537,0.792709459,1.007974016,0.313466937,0.503741351,0.297792398,"Not Sig","Unchanged","Unc5a","Promoter"
"8132",32268,32268,"2.263820626",183.5779964,0.469587675,0.437624532,1.073037823,0.283254146,0.471991035,0.32606625,"Not Sig","Unchanged","Unc5a","Promoter"
"8133",32269,32269,"1.728465951",53.51381971,0.218858918,0.547165597,0.399986621,0.689166371,0.816947643,0.087805776,"Not Sig","Unchanged","Unc5a","Promoter"
"8134",32270,32270,"1.4072268",25.54034738,-0.147932198,0.701784067,-0.210794467,0.833047656,0.90834976,0.041746894,"Not Sig","Unchanged","Unc5a","Promoter"
"8135",32271,32271,"1.838368973",68.9237619,-0.012225917,0.575803412,-0.021232796,0.983059952,0.991130539,0.003869142,"Not Sig","Unchanged","Unc5a","Promoter"
"8159",32312,32312,"2.857632651",720.4977859,1.135266915,0.496587976,2.286134522,0.02224639,0.079971586,1.097064291,"Not Sig","Unchanged","Prr7","Promoter"
"8200",32556,32556,"3.040422566",1097.545581,2.212140032,0.55540412,3.982937742,6.81e-05,0.001133582,2.945547031,"Sig","Up","Spock1","Promoter"
"8419",33395,33395,"1.878431963",75.58436394,1.731122446,0.662562649,2.612767937,0.008981226,0.041014849,1.387058885,"Not Sig","Unchanged","Fam81b","Promoter"
"8420",33396,33396,"1.89001882",77.62807557,0.602812601,0.463410512,1.300817711,0.193320858,0.366968555,0.435371149,"Not Sig","Unchanged","Fam81b","Promoter"
"8421",33397,33397,"1.669318395",46.70016287,0.780576525,0.653241596,1.194927772,0.232115251,0.414168757,0.382822666,"Not Sig","Unchanged","Fam81b","Promoter"
"8422",33398,33398,"2.455732291",285.5829603,0.386035853,0.343052612,1.125296353,0.260463475,0.446605252,0.350076174,"Not Sig","Unchanged","Fam81b","Promoter"
"8679",34682,34682,"1.974224424",94.23764489,0.665938727,0.420322593,1.584351493,0.113113754,0.254867098,0.593686225,"Not Sig","Unchanged","Plk2","Promoter"
"8680",34683,34683,"3.073510933",1184.434184,1.246531937,0.60396412,2.063917205,0.039025567,0.120146117,0.92029026,"Not Sig","Unchanged","Plk2","Promoter"
"8681",34684,34684,"1.382181818",24.10914549,-0.332140318,0.72980518,-0.455108195,0.649031403,0.789296818,0.102759648,"Not Sig","Unchanged","Plk2","Promoter"
"9606",38548,38548,"2.529276693",338.2802892,1.043951804,0.431070379,2.421766504,0.015445271,0.061195133,1.213283119,"Not Sig","Unchanged","Phyhip","Promoter"
"9607",38549,38549,"1.442275978",27.68700491,0.796620218,0.547752963,1.454342144,0.145851472,0.303240214,0.518213205,"Not Sig","Unchanged","Phyhip","Promoter"
"9608",38550,38550,"2.714355963",518.0312542,0.194181502,0.460244124,0.421909791,0.673090863,0.806228481,0.093541864,"Not Sig","Unchanged","Phyhip","Promoter"
"9619",38573,38573,"2.600256629",398.3424859,0.507579584,0.349856402,1.450822628,0.146829257,0.304624673,0.516234924,"Not Sig","Unchanged","Hr","Promoter"
"9620",38574,38574,"1.865109922",73.30100374,1.949306367,0.469012986,4.156188478,3.24e-05,0.000646392,3.189504208,"Not Sig","Unchanged","Hr","Promoter"
"9621",38575,38575,"2.634803251",431.3236291,1.82249215,0.4788478,3.805994617,0.000141235,0.00196427,2.706798827,"Not Sig","Unchanged","Hr","Promoter"
"9622",38576,38576,"2.35460601",226.2590765,1.858513131,0.353587499,5.256161872,1.47e-07,1.01e-05,4.996159063,"Not Sig","Unchanged","Hr","Promoter"
"10363",42733,42733,"2.936988284",864.944584,0.651288907,0.540918388,1.204042831,0.228573025,0.409836905,0.387388937,"Not Sig","Unchanged","Ly6h","Promoter"
"10391",42792,42792,"2.966366719",925.4793207,2.606856986,0.59536844,4.378560926,1.19e-05,0.000305962,3.514333061,"Sig","Up","Fam83h","Promoter"
"10434",42855,42855,"2.599106634",397.2890852,2.527389411,0.549547977,4.599033234,4.24e-06,0.00013655,3.864709606,"Sig","Up","Scx","Promoter"
"10748",43626,43626,"2.840485596",692.604957,0.651450421,0.344311629,1.892037231,0.05848602,0.160418386,0.794745857,"Not Sig","Unchanged","Shisa8","Promoter"
"10749",43627,43627,"2.999745064",999.4131598,2.929005822,0.576605267,5.079741707,3.78e-07,2.1e-05,4.677728148,"Sig","Up","Shisa8","Promoter"
"10750",43628,43628,"2.217975939",165.1870277,1.024891233,0.369791037,2.771541575,0.005579155,0.02896013,1.53819949,"Not Sig","Unchanged","Shisa8","Promoter"
"10945",44451,44451,"2.555469682",359.3103125,1.605500776,0.36874559,4.353952485,1.34e-05,0.000332394,3.47834713,"Not Sig","Unchanged","Mapk11","Promoter"
"10946",44452,44452,"2.53390443",341.9041957,1.083735286,0.504120013,2.149756523,0.031574479,0.103056634,0.986924045,"Not Sig","Unchanged","Mapk11","Promoter"
"11028",44813,44813,"2.197909792",157.7283616,1.048867648,0.480671334,2.182089038,0.029102962,0.09725443,1.012090609,"Not Sig","Unchanged","Nell2","Promoter"
"11029",44814,44814,"3.032296822",1077.201185,1.819168615,0.573631577,3.171318817,0.001517485,0.011148465,1.952784933,"Not Sig","Unchanged","Nell2","Promoter"
"11749",46897,46897,"2.302611691",200.7297257,0.217951505,0.581795253,0.374618912,0.707943906,0.82958917,0.081136926,"Not Sig","Unchanged","Etv5","Promoter"
"11750",46898,46898,"3.365702445",2321.145931,2.152901278,0.543831098,3.958768235,7.53e-05,0.001221818,2.912993359,"Sig","Up","Etv5","Promoter"
"11751",46899,46899,"2.051796166",112.6668536,1.198405768,0.452479854,2.648528454,0.008084304,0.037949749,1.420791098,"Not Sig","Unchanged","Etv5","Promoter"
"11775",47008,47008,"1.78454039",60.88921711,0.802081681,0.486978705,1.647056991,0.099546332,0.233206299,0.632259724,"Not Sig","Unchanged","Bcl6","Promoter"
"11776",47009,47009,"1.39706717",24.94980581,-0.398857786,0.638144856,-0.625027033,0.531953316,0.701231814,0.154138389,"Not Sig","Unchanged","Bcl6","Promoter"
"11777",47013,47013,"2.473284849",297.3615757,1.426111626,0.649256018,2.196532011,0.028053887,0.094662771,1.023820785,"Not Sig","Unchanged","Bcl6","Promoter"
"11778",47014,47014,"2.891671637",779.2407165,1.442334499,0.489185162,2.948442862,0.003193792,0.019292487,1.714611787,"Not Sig","Unchanged","Bcl6","Promoter"
"11779",47015,47015,"1.545839762",35.14307518,0.879316459,0.597408781,1.471884054,0.14105219,0.296335331,0.528216566,"Not Sig","Unchanged","Bcl6","Promoter"
"11780",47016,47016,"1.846684021",70.25609727,1.496904376,0.469551529,3.187944846,0.001432879,0.010702387,1.970519349,"Not Sig","Unchanged","Bcl6","Promoter"
"11781",47017,47017,"2.131799744",135.456467,1.127437799,0.399824887,2.819828971,0.004804925,0.025963481,1.585637076,"Not Sig","Unchanged","Bcl6","Promoter"
"12472",50577,50577,"2.942511049",876.0140035,0.868639638,0.453791358,1.914182858,0.055596795,0.154813565,0.810190988,"Not Sig","Unchanged","Pde10a","Promoter"
